id;movie_name;year;certificate;runtime_min;genre;rating;description;director;star;votes;gross_in_dollar;with_description
tt6101766;A Man Who Fell from the Sky;2001;;60;Biography;;A daring Czech Judo champion escapes Communism to become a famed Hollywood stuntman. Chuck Connors shows us what kind of guts it takes - to be totally engulfed in flames, to jump off ...                See full summary »;Mark Morris;"Brad Bovee, 
Chuck Connors, 
Peter Horak";;;true
tt10209724;The Baddest Lawyer in the History of New Jersey;;;;Biography, Crime, Drama;;A successful defense lawyer and family man is lured by his criminal clients into a double life of drugs, witness intimidation...and murder. But when begins to win unwinnable cases, the Feds suspect he's more dangerous than his own clients.;;;;;true
tt2292800;Untitled Bill Hicks Project;;;;Biography, Comedy, Drama;;The story of stand-up comedian, Bill Hicks, who rose to fame in the early 1990s.;;;;;true
tt0071559;Gniazdo;1974;;94;Biography, Drama, History;6.4;Set in the year 972 AD the history of prince Mieszko I and his efforts to build strong christian nation - the beginning of Poland.;Jan Rybkowski;"Wojciech Pszoniak, 
Marek Bargielowski, 
Wanda Neumann, 
Franciszek Pieczka";68.0;;true
tt1993292;Bruno Sammartino: The Living Legend;;;;Biography;;The story of the life of heavyweight wrestling champion Bruno Sammartino, chronicling his rise to fame from his humble beginnings in Pizzoferrato, Italy.;Scott M. Rosenfelt;;;;true
tt8046436;La planta insolente;2017;;110;Biography, Drama, History;5.1;"The film reproduces the historical moment when Cipriano Castro, then president of Venezuela, proclaimed: ""The insolent plant of the foreigner has desecrated the sacred soil of the ...                See full summary »";Román Chalbaud;"Gustavo Camacho, 
Gustavo Camacho, 
Jorge Canelón, 
Hans Christopher";9.0;;true
tt5728694;Rifleman Jaswant Singh Rawat;;;;Biography;;;Sanjay M. Khanduri;;;;false
tt9752158;Appointed - The Story of George H. Murray;2020;;90;Biography, Drama, History;4.7;A man is appointed pastor of a church that needs God.;"Kenya Cagle, 
Shaniqua West";"Chris Barnett, 
Christopher Clark, 
Tenisi Davis, 
Nicole Jones";14.0;;true
tt7868544;Dipendra Sarkar;;;120;Biography, Romance;;The movie revolves around a forbidden love story or a concealed Massacre Mystery.;Santosh Sen Thakuri;"Pradeep Khadka, 
Manoj Giri";;;true
tt13488446;Untitled Randy Arozarena/Wonderfilm Media Project;;;;Biography;;Follows the Tampa Bay Rays breakout star, who came from Cuba and fueled the Rays run to the World Series, which eventually went to the Los Angeles Dodgers in six games.;;;;;true
tt18329424;Mending Mylo;2022;;;Biography;5.1;Mylo Gregory speaks to people about the power of natural medicine and curing cancer.;;;10.0;;true
tt2750834;Don't Expect Praises;2012;;108;Biography, Drama, Family;6.6;Yangjin and Wang Xiaobo,both 5 graders at elementary school are best friends for each other.Wang Xiaobo constantly brags about the river running through his hometown and numbers of crabs ...                See full summary »;Jin Yang;"Shuchen Li, 
Chen Wang";53.0;;true
tt0348874;Le soleil assassiné;2003;;85;Biography, Drama;6.6;Jean Senac, a French settler in North Africa, poet and creator of radio programs, decided to stay in Algeria after the declaration of independence in 1962. Ten years later he is now under police surveillance.;Abdelkrim Bahloul;"Charles Berling, 
Mehdi Dehbi, 
Ouassini Embarek, 
Clotilde de Bayser";155.0;;true
tt0077122;Addio, piccola mia;1979;;123;Biography, Drama, Romance;7.3;Last years in the Life of german Dramatican Georg Büchner;Lothar Warneke;"Hilmar Eichhorn, 
Ute Lubosch, 
Christine Schorn, 
Michael Gwisdek";19.0;;true
tt25385870;Sinistra;2023;;103;Biography;;Frederic Sinistra was born and raised in Piazza Armerina, Sicily, and later moved to Belgium. The first time Fred met his father, was after the father was released from jail, Fred was just ...                See full summary »;Fares Manners;"Frederic Sinistra, 
Alparslan Arslan, 
Cécile Bchmer, 
Leonardo Bongiovanni Bernados";;;true
tt1646968;Gorgeous George;;;;Biography, Drama, Sport;;"The story of American wrestler, George Raymond Wagner, who styled a persona for himself as ""Gorgeous George"", a flamboyant and charismatic villain, during the early days of television.";;;;;true
tt3834888;Miragirl;;;;Biography;;"Inspired by the true story of ""The Little Horse that Could"" -- the beloved RCMP horse that was given to Queen Elizabeth II as a gift from the country of Canada.";;;;;true
tt3762126;Mantovani, the King of Strings;2014;;73;Biography, Music;7.2;Known for his unmistakable cascading strings and recordings such as Charmaine, Mantovani enthralled the world with his sublime arrangements. This is the story of the man and his music.;Alan Byron;"Paul Barrett, 
Ken Bruce, 
Petula Clark, 
Paul Conte";27.0;;true
tt4581566;Is This Legal?;;;;Biography, Comedy, Sport;;;;;;;false
tt5226152;Evel Knievel on Tour;;;;Biography, Drama;;American daredevil, Robert 'Evel' Knievel, makes plans to jump across Idaho's Snake River on his motorcycle in 1974. Based on Sheldon Saltman book 'Evel Knievel on Tour'.;;;;;true
tt0176578;Building Bridges;2000;;45;Biography, Drama;6.9;A short film about the rise, fall and rise of child star Todd Bridges (Diff'rent Strokes (1978)).;"Jimmy Bridges, 
Todd Bridges";"Frederick Bailey, 
Shanon Blakely, 
Betty A. Bridges, 
Brooke Marie Bridges";14.0;;true
tt6683796;Querido Embaixador;2017;;89;Biography, Drama;6.2;Souza Dantas was a Brazilian ambassador to France. With the outbreak of World War II, on his own he began issuing visas to Jews allowing them to flee to Brazil, saving them from the Holocaust.;Luiz Fernando Goulart;"Norival Rizzo, 
Alice Morena, 
Felipe Rocha, 
Miriam Mehler";32.0;;true
tt0379821;Ilaban mo, bayan ko: The Obet Pagdanganan story;1997;;;Action, Biography, Drama;;;Carlo J. Caparas;"Joel Torre, 
Ronnie Ricketts, 
Raul Roco, 
Melissa De Leon";;;false
tt5305452;Voyageuse;2018;;106;Biography;6.0;Romance, science and conspiracy in the 20th century.;May Miles Thomas;Siân Phillips;42.0;;true
tt4518136;Willie Nelson: My Life;1991;Not Rated;60;Biography;;The close-up portrait of America's favorite singer/songwriter, from the days when he sold one of his early hits to buy milk for his children through his long struggle to super-stardom. ...                See full summary »;"Johnny Cash, 
Emmylou Harris, 
Kris Kristofferson, 
Willie Nelson";;;;true
tt5373820;Freetown;;;;Action, Biography, Drama;;When his government refuses to intervene, a soldier defies his orders and, along with a reporter, a mercenary and a cross-dressing local militia, wages a secret war to save a West-African nation.;;;;;true
tt13316330;Milingo;;;;Biography;;"The life of an exorcist and powerful African archbishop of the Roman Catholic church. Original project about his "" J'accuse"".";;;;;true
tt1571248;Einstein;;;;Biography, Drama;;The true inspirational story of the trials, tragedies and vindication of the single-most celebrated scientist of the 20th century. Torn between the burdens of a family and his restless ...                See full summary »;James Cotten;;;;true
tt0251043;Death of Narayanrao Peshwa;1915;;;Biography, Crime, Drama;;;Shree Nath Patankar;"Gopal Ranade, 
Damuanna Joshi, 
Keshavrao G. Gokhale";;;false
tt15109422;In A Good Place Now;;;;Biography;;A beleaguered musician befriends a bankrupt musical legend and convinces him to go back into the studio one last time to record an award-winning album.;;;;;true
tt2063695;King of Heists;;;;Action, Biography, Drama;;The true story of the biggest bank robbery in American history.;;;;;true
tt6920884;Sendler's Children;;;;Biography, Drama;;Based on the story of Irena Sendler. A polish woman who risked everything to save 2500 children from the Warsaw ghetto during WWII.;;;;;true
tt19759704;I had, HAVE... a Dream;;;;Biography;;Abused as a child, then used as an adult, he refused to give up on his dream of Making It in Hollywood. What do you do when everything is a nightmare? Follow your dream, of course.;Lawrence Whitener;;;;true
tt11058516;Untitled Barbie Doll Project;;;;Biography;;Ruth Handler as she founds the Mattel corporation and creates the now-iconic Barbie doll, becoming the first woman to run a Fortune 500 company.;;;;;true
tt0065057;Syuzhet dlya nebolshogo rasskaza;1969;;86;Biography, Drama;6.8;Theatrical tableau style portrait of a period in the life of Chekhov.;Sergei Yutkevich;"Nikolay Grinko, 
Marina Vlady, 
Iya Savvina, 
Rolan Bykov";67.0;;true
tt0244530;Der hauptmann von Köpenick;1926;;82;Biography, Comedy, History;7.6;"Based on the true story of German impostor Wilhelm Voigt, who in 1906 masqueraded as a Prussian military officer, rounded up a number of soldiers under his ""command"", and ""confiscated"" more than 4,000 marks from a municipal treasury.";Siegfried Dessauer;"Hermann Picha, 
Fritz Kampers, 
Gerhard Ritterband, 
Rosa Valetti";18.0;;true
tt2016309;The Easton Assassin (the Larry Holmes Story);2013;;;Biography;;The rise of Heavy Weight Boxing Great Larry Holmes, from his humble beginnings to retaining the Heavy Weight Championship longer than any other professional boxer.;"Wendell Kinney, 
Alfred F. Woodley";;;;true
tt11110586;Mr. Sold Out: José José;;;;Biography;;José José is an Intercontinental icon, known all across the world for his multiple hits and controversies.;"Adriana Barraza, 
Jorge Jimenez";;;;true
tt12417344;Lady Eleanor;;;;Biography, Thriller;;A biopic about first lady Eleanor Roosevelt as she fights to pass the anti-lynching bill while her husband is away getting treated for polio.;;;;;true
tt11957670;Zevon: The Exceptional Odyssey of Warren Zevon;;;;Biography;;Feature biopic on musician Warren Zevon;;;;;true
tt2126265;Nobody's Perfect;2013;;118;Biography, Drama;6.5;Based on a true story, and featuring the author on whose novel the film is based, the 28 grade-school students are taught by a teacher without arms and legs. The students are not only ...                See full summary »;Ryûichi Hiroki;"Mone Kamishiraishi, 
Kimiko Yo, 
Tomorô Taguchi, 
Yûna Taira";55.0;;true
tt21792428;Jai Hind;;;;Biography;;"A biopic on the life of Dr. Chempakaraman Pillai, the political activist and revolutionary who coined the slogan ""Jai Hind"".";Rajesh Touchriver;;;;true
tt5285204;El malquerido;2015;R;120;Biography;6.1;The life of the venezuelan singer Felipe Pirela.;Diego Rísquez;"Samantha Castillo, 
Carlos Cruz, 
Carlos Cruz, 
Héctor Manrique";107.0;;true
tt0358778;Yesterday and Today;1953;Passed;57;Biography;5.2;A compilation of early-day silent films that serves as a glimpse back to the formative days of the movie industry as a salute to Hollywood's Golden Year, so proclaimed by the Hollywood ...                See full summary »;Abner J. Greshler;"George Jessel, 
Jean Arthur, 
Mary Astor, 
John Barrymore";13.0;;true
tt8676920;Tutankhamun;;;;Biography;;A young man, at the age of 19, abandons his walking cane aside and while trembling walks toward the window of his room. He looks to the sun for the very last time and then he drops dead. His name was Tutankhamun, King Tutankhamun.;;;;;true
tt0163792;Puteshestvie v Arzrum;1937;;72;Biography, Drama;;During the Russian-Turkish War of 1829, the great Russian poet Aleksandr Pushkin travels to the front line in Armenia and the Caucasus. Along the way, he is hounded by the Tsar's spies and becomes disillusioned by what he sees.;Moisei Levin;"Dmitriy Zhuravlyov, 
Serafim Azanchevskiy, 
Konstantin Khokhlov, 
Georgiy Sochevko";;;true
tt2231617;The Next Miracle;2011;;115;Biography, Drama;5.7;'The Next Magic' is a highly inspiring movie, based on a true story, about how a troubled and rebellious teenager, Rocky, worked his way up from a low-ranking salesman to one of the best ...                See full summary »;Li Cho;"Hao Qin, 
Shi Shi Liu, 
Monica Siu-Kei Mok, 
Tony Yo-ning Yang";13.0;;true
tt0127030;Mondo Plympton;1997;;53;Animation, Biography, History;6.9;"A compilation of animator Bill Plympton's classic shorts, including ""Your Face"", ""How to Kiss"", ""One of Those Days"", ""25 Ways to Quit Smoking"", ""Plymptoons"", ""Nosehair"" and ""How to Make ...                See full summary »";Bill Plympton;"Chris Hoffman, 
Daniel Kaufman, 
Ruth Maleczech, 
Maureen McElheron";106.0;;true
tt9883664;Equally Friends;2022;;47;Biography, Comedy, Drama;;A outsider comes to town and meets Three people in town as she meets them she gets each of them to become her friend and accept her for who she is, A LGBT movie about People Accepting people for who they are.;Addison Dawn Perry-Franks;"Addison Dawn Perry-Franks, 
Lacey Franks, 
Neal Briley, 
Robert Barnett";;;true
tt22394800;Cem Karaca;2024;;;Biography, Drama, Music;;;;;;;false
tt12397576;King Ghazi of Iraq;1993;;122;Biography, History;;;Mohamed Shukri Jameel;"Wijdan Al Adib, 
Jawad Al Shakarji, 
Abdul Ali Al-Lami, 
Qasim Al-Malakh";;;false
tt1537299;Untitled Chippendales Project;;;;Biography;;;Vincent Lionetti;;;;false
tt1608288;Untitled DeLorean Project;;;;Biography;;A film about the life of John DeLorean.;;;;;true
tt2916440;Simone;2013;Not Rated;72;Biography, Drama;6.3;SIMONE has made a decision: after years of relationships with women, she decides to be with a man for the first time. The film broaches sexual freedom issues through the experiences of its ...                See full summary »;Juan Zapata;"Simone Telecchi, 
Roberto Birindelli, 
Natalia Mikeliunas, 
Ohana Homem";58.0;;true
tt26315368;Untitled Will Wright Biopic;;;;Biography;;Overachiever high school student Will Wright masterminded an international drug ring and money-laundering operation before he could join the Seattle Mariners.;Joe Carnahan;;;;true
tt0013880;Bonnie Prince Charlie;1923;;;Biography, Drama, History;;In the Jacobite Rising of 1745, the Young Pretender Bonnie Prince Charlie leads an insurrection to overthrow the Protestant House of Hanover and restore his family, the Catholic branch of the House of Stuart, to the British throne.;Charles Calvert;"Gladys Cooper, 
Ivor Novello, 
Hugh Miller, 
A.B. Imeson";;;true
tt23905238;Untitled Justin & John Fashanu/Kwame Kwei Armah Project;;;;Biography, Drama;;The lives of Justin Fashanu and his brother John Fashanu, who also played football and was estranged from his brother at the time of his death.;;;;;true
tt23026924;Ellen Von Unwerth's Super Model Series featuring Claudia Schaffer, Kate Moss & Naomi Campbell;2021;;;Biography;;Ellen von Unwerth, born 1954 in Germany, gained wide attention with her sensual Guess campaign in the early 1990s, followed by campaigns for Absolut, Agent Provocateur, A.P.C., Aston Martin...                See full summary »;Tommy Alastra;"Kate Moss, 
Claudia Schiffer, 
Ellen Von Unwerth";;;true
tt14251730;Pou sai more Nikitara;2021;;60;Biography, Drama, History;7.6;Holy Metropolys of N.Ionia, Philadelphia, N.Heraklion and Chalcedon, commemorating 200th anniversary of the Greek Revolution 1821, presents an original anniversary film, dedicated to life and sacrifice of the Great Hero of 1821, Nikitaras.;Theodoros Kolovos;"Leonardo Thimo, 
Theodoros Kolovos, 
Panagiotis Arvanitis, 
Emmanouela Zafeiroudi";21.0;;true
tt23050038;Povelitel vetra;;;;Adventure, Biography, Drama;;The plot is dedicated to Fyodor Konyukhov's round-the-world balloon flight. He completed it in 2016 in 11 days and set a world record.;Igor Voloshin;"Fedor Bondarchuk, 
Anna Mikhalkova, 
Evgeniy Tkachuk, 
Daniil Vorobyov";;;true
tt14317238;The MisAdventures of Wild Bill Elliott;2020;;76;Biography;;A family friendly, faith based film about a man who lives a bold life as a charmer, schemer, fighter, and family man who sees the need for God in his twilight years.;Rip Elliott;"Alyssa Allen, 
James Allen, 
Deb Allion, 
Craig Anders";;;true
tt0169134;The Poet;1998;;114;Biography, Drama, Romance;5.3;;Casey Chan;"Stephen Fung, 
Theresa Lee, 
Ayako Morino, 
Haydn Butler";50.0;;false
tt4303968;Subhas Chandra;1966;Not Rated;130;Biography, Drama, History;8.7;This film is based on the life of Netaji Subhash Chandra Bose from a child to a great patriotic leader.;Piyush Bose;"Amar Dutta, 
Samar Chatterjee, 
Ashish Ghosh, 
Baijuram";51.0;;true
tt8991324;The Quilt;2018;;80;Biography, Drama, History;;'Lihaaf' ('The Quilt') is a 1942 Urdu short story written by Ismat Chughtai. Published in the Urdu literary journal Adab-i-Latif, it led to much controversy, uproar and an obscenity trial, ...                See full summary »;Rahat Kazmi;;;;true
tt1151363;The Macapagal Story;1963;;;Biography, Drama;;;Gregorio Fernandez;"Leopoldo Salcedo, 
Liza Moreno, 
Rod Navarro, 
Lina Cariño";;;false
tt13060206;Mughalsarai Junction;2020;;;Biography;;Life and Journey of Deendayal Upadhyay.;Ashish Kumar Kashyap;"Sujata Choudhary, 
Anup Jalota, 
Mohit Kanoujia, 
Aprajita Kashyap";;;true
tt2210847;Napoleon Agra;1978;;;Action, Biography;;;Jose Yandoc;"Ramon Revilla, 
Susan Valdez-LeGoff, 
Rez Cortez, 
Nick Romano";;;false
tt7087288;Life and Def: Sex Drugs Money + God;;;;Biography;;The story of how the legendary hip-hop music label Def Jam Recordings came to be.;;;;;true
tt10053626;Sisters Tale;;;;Animation, Biography, Drama;;Born out of the need to communicate the subjective experiences of women outside the mainstream, Sisters' Tales is based on women's testimonies of solidarity between women, sometimes at the ...                See full summary »;Nazli Eda Noyan;;;;true
tt1813626;Spiritual Warfare;2010;;90;Action, Biography, Drama;;The true life story of Joshua Sheese and his spiritual warfares. The warfares he went thru in his past, that now haunts him as an adult. He finds his faith and is able to conquer the demons...                See full summary »;Joshua Sheese;"Joshua Sheese, 
Devin Kerr, 
Cheryl Sheese, 
Anakin Leigh Sheese";;;true
tt2357273;Pumpuang;2011;;;Biography, Drama;7.7;The sad true story of the life of Pumpuang Duangjan who is praised as the Queen of Thai country (luktung) music.;Bhandit Thongdee;"Paowalee Pornpimol, 
Nattawut Skidjai, 
Wittaya Jetapai, 
Boontone Khonnum";31.0;;true
tt7661374;Untitled Curious George Project;;;;Biography, Drama;;The story of how H.A. and Margaret Rey created the popular 'Curious George' children books.;;;;;true
tt0808405;Oh, Mr. Faulkner, Do You Write?;2006;;83;Biography, Comedy, Drama;8.9;John Maxwell's critically acclaimed one-man show based on the life of William Faulkner is filmed before a live audience in Faulkner's home town of Oxford, Mississippi. In a rare visit to ...                See full summary »;Jimbo Barnett;"John Maxwell, 
Amanda Wymer";10.0;;true
tt3206594;Sam Peckinpah: Portrait;2006;Not Rated;80;Biography;7.2;Male friendship and loyalty till death. Drawing from the philosophy of Peckinpah's cinema, the film presents backstage images, movie trailers, TV commercials, sequences from his films, and comments by relatives, actors, and scholars.;"Umberto Berlenghini, 
Michelangelo Dalto";"R.G. Armstrong, 
Senta Berger, 
James Coburn, 
Katherine Haber";11.0;;true
tt7390720;O Anjo Pornofráfico;;;;Biography;;;Mauro Mendonça Filho;Alexandre Nero;;;false
tt2628294;John McAfee;;;;Biography;;"Antivirus pioneer John McAfee who found himself at the centre of Central America's hottest manhunt in recent history. McAfee was named a ""person of interest,"" but not a suspect, by police ...                See full summary »";;;;;true
tt5328004;Balach;2009;;;Biography;;BALACH revolves around two characters, both named as Balach and a theater troupe. A teenager, Balach, (Inayat Haider) who sits on his fields with the hope that one day it would rain and he ...                See full summary »;Haneef Shareef;"Keyya Baloch, 
Anwar Saheb Khan, 
Homar Kiya, 
Sarfaraz Mahmad";;;true
tt0072382;Vybor tseli;1975;;158;Biography, Drama;6.7;;Igor Talankin;"Sergey Bondarchuk, 
Georgi Zhzhyonov, 
Nikolay Volkov, 
Irina Skobtseva";74.0;;false
tt7326556;Dragon to Dragon;2018;;90;Biography;;Bumbling old man Leo Fong tries to compare himself to Bruce Lee;Tamas Birinyi;"Art Camacho, 
Leo Fong, 
Bruce Lee, 
Eric Lee";;;true
tt2544630;The Jun Labo Story;1986;;;Biography;;The true-to-life of Jun Labo, world famous psychic healer from Baguio City. is dramatized in this bioflick.;Jose Dagumboy;"Marianne de la Riva, 
Mario Montenegro, 
Perla Bautista, 
Conrad Poe";;;true
tt0213506;Bhakta Pundalik;1975;;139;Biography;;Bhakta Pundalik was released in 1975. Produced by Ram Devtale & Ram Karve and directed by Dutta Dharmadhikari. Movie is a sentimental biopic of one of the most revered & respected saints of Maharashtra whose devotion knew no fathoms.;Datta Dharmadhikari;"Heera Chawan, 
Yashwant Dutt, 
Dinkar Inamdar, 
Lata Karnataki";;;true
tt3301390;UCHALYA - The Branded;;;;Biography;;No native place. No birth date. No house or farm. No caste, either. This is how an Uchalya is born.;Samit Kakkad;Jitendra Joshi;;;true
tt6608670;Resilience: The Life of Dr. Rebecca Lee Crumpler;;;;Biography;;Who knew that the history of healthcare started with a Black Woman? While many know about Dr. Vivian Thomas and Dr. Charles Drew, many don't know about Dr. Rebecca Lee Crumpler - Her ...                See full summary »;Vanessa Chester;;;;true
tt19862800;Chalet;;;;Biography, Comedy, Drama;;Christmas 1975. David Niven and his beautiful wife host a party in their luxury Swiss ski chalet. However, Niven's plans for a comeback movie soon turns into a comical, would-be murder plot.;Daniel Graham;;;;true
tt0097213;Divoka srdce;1989;;;Biography, Drama, History;4.8;The historical film consists of two shorts - The Dirty Shot and The Wild Peacock. They share a common theme in the famous duels between two important historical figures, Alexander ...                See full summary »;Jaroslav Soukup;"Zlata Adamovská, 
Karel Augusta, 
Jirí Bartoska, 
Lena Birková";21.0;;true
tt3025774;8 hlav sílenství;2017;;107;Animation, Biography, Comedy;4.9;Story of the talented Russian poet, Anna Barkova (1906-1976), who spent twenty-two years of her life in the Gulags. She survived thanks to her poems, thanks to hope and her passionate love for a woman named Valentina.;Marta Nováková;"Aneta Langerová, 
Marie Stípková, 
Anna Sedlácková, 
Zuzana Fialová";41.0;;true
tt5865226;The 'It' Girl;;;;Biography;;A biography of Clara Bow's meteoric rise to fame and her scandalous downfall as Hollywood's original 'It' Girl during the 1920's and 30's.;;;;;true
tt14437340;Bourassa;;;;Biography, Crime, Drama;;The greatest currency counterfeiter of all time prints $250 million of perfect $20 bills before outfoxing an international police operation to ultimately walk free and turn his life around.;Farren Blackburn;;;;true
tt13647254;Gusher;;;;Biography;;Based on the story of Anna Nicole Smith.;;;;;true
tt10377640;On the Off-Beat;;;;Biography;;Beat poet, Elise Cowen's legacy has long been defined by a colleague that she dated briefly, Allen Ginsberg. Until now. This film presents her work and story as a sweet slice of revisionist history.;Elise Holowicki;;;;true
tt16288742;The Recreation of the English Deerhound;2021;;47;Biography;9.2;The English Deerhound was an extinct breed, lost to the historical fields of England. David Platts had a vision, to recreate the English Deerhound, dragging the breed back through the fossil records for it once again to walk the earth.;Phil Smalley;"David Platts, 
Bob Bourne, 
Jackie Sykes, 
Dave Sleight";29.0;;true
tt6121842;Asfour El Sharq;1986;;;Biography;4.6;;Youssef Francis;"Tawfiq Al-Hakim, 
Nour El-Sherif, 
Suad Husni";24.0;;false
tt8561344;Varnecha Wagh;1970;;;Biography, Crime, Drama;;;Vasant Painter;"Barchi Bahdur, 
Bhalchandra Kulkarni, 
Manikaraj, 
Rajshekhar";;;false
tt5963982;Cyprian;;;;Biography, Drama, History;;The legend of Saint Cyprian, the most powerful sorcerer in the 3rd century.;;;;;true
tt1342272;Ossidiana;2007;;100;Biography;5.2;;Silvana Maja;"Renato Carpentieri, 
Marco Manchisi, 
Vincenza Modica, 
Lorenzo Perpignani";11.0;;false
tt7915128;The Universe Montesinos;2022;;90;Biography;;Francis Montesinos is the man who loves women represents the freedom of the feminine universe since childhood were the values instilled by his mother that affection with him was educated ...                See full synopsis »;Álex Quiroga;"Pedro Almodóvar, 
Ángela Molina, 
Miguel Bosé, 
Marisa Paredes";;;true
tt2108181;National Theatre Live: Travelling Light;2012;;147;Biography, Drama;7.6;In a remote village in Eastern Europe, around 1900, the young Motl Mendl is entranced by the flickering silent images on his father's cinematograph.;"Nicholas Hytner, 
Robin Lough";"Tom Allwinton, 
Norma Atallah, 
Roy Baron, 
Pablo Carciofa";19.0;;true
tt20194834;The Dragon Knight of Serbia;;;;Adventure, Biography, Drama;;The story of Stefan Lazarevic, a Serbian Prince forced to submit to Ottoman reign fights for his destiny to rule a free Serbia.;Zoran Lisinac;;;;true
tt1440766;Untitled Martin Luther King Jr. Project;;;;Biography, Drama;;The life story of legendary civil rights activist Dr. Martin Luther King Jr.;;;;;true
tt0037015;Lermontov;1943;;85;Biography;7.1;Biographical film about the 19th century Russian writer, poet and sometimes painter Mikhail Lermontov.;Albert Gendelshtein;"Aleksey Konsovskiy, 
Nina Shaternikova, 
Andrey Rayevskiy, 
Pavel Shpringfeld";34.0;;true
tt9629140;Il nostro Papa;2019;;72;Biography, Drama, History;6.5;An actor starts his own research on the step of Pope Francis in order to understand the character he's going to play in Buenos Aires. So he starts his own journey from Genova to Rome, to ...                See full summary »;"Tiziana Lupi, 
Marco Spagnoli";"Manu Fernandez, 
Iago Garcia, 
Marcelo Saltal";14.0;;true
tt0095458;Kolory kochania;1988;;97;Biography, Drama, Romance;;;Wanda Jakubowska;"Jacek Chmielnik, 
Maria Nowotarska, 
Sylwia Wysocka, 
Ewa Szykulska";;;false
tt9854764;Grace Metalious Project;;;;Biography;;In 1956, Grace Metalious, a 32-year-old impoverished, unapologetic mother of three, changed the world with her first novel Peyton Place.;;;;;true
tt0061151;Der verlorene Engel;1971;;57;Biography, Drama;7.0;August 24, 1937: a day in the life of expressionist sculptor/author Ernst Barlach.He lives in the small town of Güstrow, keeping to himself, not interested in politics. This day he learns that his sculptor in the Cathedral is gone.;Ralf Kirsten;"Fred Düren, 
Erika Pelikowsky, 
Erik S. Klein, 
Walter Lendrich";36.0;;true
tt6710198;Maina;2008;;;Biography;;Based on a true story of a girl, Maina Sunar, who was raped and killed by Nepal Army personnel on February 2004.;K.P. Pathak;"Anita K.C., 
Govinda Prabhat, 
Radha Shrestha, 
Kumar Maharjan";;;true
tt10954262;The Pugilist;;;;Biography;;The incredible true story of an American slave turned British gentleman via none other than the bare knuckle boxing ring.;Freddie Hutton-Mills;;;;true
tt11897388;Untitled Greg Louganis Project;;;;Biography, Drama, Sport;;Greg Louganis, a gold medal Olympic diving legend, humanitarian and LGBTQ trailblazer.;;;;;true
tt12687118;Untitled Dan Schneider Pharmacist Project;;;;Biography;;Narrative adaptation of Netflix's acclaimed docuseries The Pharmacist.;;;;;true
tt2111306;Everybody's Gone;2013;;115;Biography, Comedy, Drama;6.5;Childhood memories play on the mind of the central character, Garry. Many years on, he returns to his native town. Everything feels alien and strange. Our hero comes back to recover his ...                See full summary »;Georgiy Paradzhanov;"Mikheil Gomiashvili, 
Zura Kipshidze, 
Natalya Kolyakanova, 
Avtandil Makharadze";62.0;;true
tt9068292;Untitled George Carlin Biopic;;;;Biography;;The life story of comedian George Carlin.;;;;;true
tt12485916;Jako letní sníh;2021;;96;Biography, History;5.8;;Lubomír Hlavsa;"David Svehlík, 
Alois Svehlík, 
Igor Bares, 
Vladimír Javorský";13.0;;false
tt2647706;Shegavicha Rana Gajanan;2004;;129;Biography;;The virtues and miraculous powers of a famous Maharashtrian saint are celebrated in this movie.;Babanrao Gholap;"Ravindra Berde, 
Babanrao Gholap, 
Sayaji Shinde, 
Deepak Shirke";;;true
tt1245100;Murder at Random;;;;Biography, Crime, Horror;;Tells the horrific story of a Charles Manson type of character ordering his three impressionable followers to kill or be killed when four teenage brothers and their Mother are shot ...                See full summary »;Anthony Bruce;;;;true
tt3429678;St. Benedict, the Man of God;;;;Biography, Drama, History;;"The story of Benedict of Nursia. Founder of Benedictin order, dictates the monastic adjusts writing the book "" The Rule "". After a lot of years, Pope Gregory the Great, writes on the miracles and the holy life of the abbot.";Lorenzo Raveggi;;;;true
tt12677576;Madam I'm Adam;2006;;;Biography;;For the past twenty years you have had your morning coffee at Lucia's on your way to work, but today - something is different.;Tomas Sheridan;"Shaun Paul McGrath, 
Conrad Erain, 
Ian Deady, 
Bryan Basso";;;true
tt14609430;Fats;;;;Biography;;Plot kept under wraps.;;;;;true
tt0041537;Kampen mod uretten;1949;;110;Biography, Drama, History;7.3;Depiction of the social democratic activist and politician Peter Sabroe, who in the time around the turn of the century went to fight for the oppressed, oppressed and abused existences.;Ole Palsbo;"Mogens Wieth, 
Karin Nellemose, 
Albert Luther, 
Ellen Margrethe Stein";42.0;;true
tt3832908;Cold Side of the Pillow;;;;Biography, Drama, Mystery;;The true life events of four friends come to screen with a story of self-discovery, pain of friendship, love of loss.;Attila;"Attila, 
Jennifer Huva, 
Kevin Richardson, 
Juniper Omoniyi";;;true
tt6023952;Poet Muslim Magomayev;1971;;71;Biography, Music;;;Tofik Ismailov;"Muslim Magomayev, 
Leila Shikhlinskaya";;;false
tt15316430;Jho Low;;;;Biography;;Upon accidentally gaining access to a sovereign fund containing billions of dollars, an awkward social-climber has to siphon as much money as he can, using brilliant and complicated financial structures, before the authorities close in.;;;;;true
tt1772949;L'oeil de l'astronome;2012;;90;Biography, History;7.2;Summer 1610. One of the first telescopes invented by Galileo arrived in Prague. For ten nights Jean Kepler, astronomer of Rodolphe II, can finally explore the sky using the new invention and see what no one has yet seen.;Stan Neumann;"Denis Lavant, 
Airy Routier, 
Max Baissette de Malglaive, 
Jérôme Derre";48.0;;true
